Dataset,Model,Whitebox,Layers_Used,Poolers_Used,Seed,predict_accuracy,predict_f1,predict_precision,predict_recall,predict_micro_f1,predict_micro_precision,predict_micro_recall,predict_macro_f1,predict_macro_precision,predict_macro_recall,predict_weighted_f1,predict_weighted_precision,predict_weighted_recall,predict_0_f1,predict_0_precision,predict_0_recall,predict_1_f1,predict_1_precision,predict_1_recall,predict_2_f1,predict_2_precision,predict_2_recall
esnli,flan-t5-large,Decision_Tree,Last Only,mean_with_attention,42,0.9076750814332247,,,,0.9076750814332247,0.9076750814332247,0.9076750814332247,0.9072963772430932,0.9072951675009424,0.9074179425475674,0.9074710568254913,0.9073862494680406,0.9076750814332247,0.9155345540460721,0.9106933019976499,0.9204275534441805,0.871915763004872,0.8823155216284987,0.8617583100341721,0.9344388146783357,0.9288766788766789,0.9400679641643497
esnli,flan-t5-large,KNN,Last Only,mean_with_attention,42,0.9016693811074918,,,,0.9016693811074918,0.9016693811074918,0.9016693811074918,0.9014768734755818,0.9014320924285667,0.9015306073489254,0.9016062106526876,0.9015518670838537,0.9016693811074918,0.9060691497254786,0.9056659744882825,0.9064726840855107,0.8643090824115907,0.866875,0.8617583100341721,0.9340523882896763,0.9317553027974178,0.936360827927093
esnli,flan-t5-large,L_Means,Last Only,mean_with_attention,42,0.6504478827361564,,,,0.6504478827361564,0.6504478827361564,0.6504478827361564,0.6454810932687467,0.6447582673002582,0.6464783733404452,0.649377249715346,0.6485777004621511,0.6504478827361564,0.9155345540460721,0.9106933019976499,0.9204275534441805,0.4844345616264295,0.4956126096847579,0.47374961168064617,0.5364741641337385,0.5279688902183667,0.5452579548965091
esnli,flan-t5-large,SVM,Last Only,mean_with_attention,42,0.9084894136807817,,,,0.9084894136807817,0.9084894136807817,0.9084894136807817,0.9081532614395545,0.9081451672218489,0.9082543677729236,0.9083132713152026,0.9082293080864252,0.9084894136807817,0.9153493869109174,0.9109085563069685,0.919833729216152,0.8731952291274325,0.8823342848081193,0.8642435538987263,0.9359151682803135,0.9311926605504587,0.9406858202038925
