Dataset,Model,Whitebox,Layers_Used,Poolers_Used,predict_accuracy,predict_f1,predict_precision,predict_recall,predict_micro_f1,predict_micro_precision,predict_micro_recall,predict_macro_f1,predict_macro_precision,predict_macro_recall,predict_weighted_f1,predict_weighted_precision,predict_weighted_recall,predict_0_f1,predict_0_precision,predict_0_recall,predict_1_f1,predict_1_precision,predict_1_recall,predict_2_f1,predict_2_precision,predict_2_recall
esnli,Google-news-300,Stacked,,,0.46763029315960913,,,,0.46763029315960913,0.46763029315960913,0.46763029315960913,0.4550094613304367,0.48353834403481893,0.46452310388960427,0.4561058064260115,0.4829004073640217,0.46763029315960913,0.5325484764542937,0.4356117824773414,0.6849762470308789,0.42096039256922535,0.4829111379171693,0.3730972351662007,0.4115195149677908,0.5320921117099461,0.33549582947173306
esnli,SentenceBert,Stacked,,,0.5612785016286646,,,,0.5612785016286646,0.5612785016286646,0.5612785016286646,0.5377509407483224,0.6197110220421892,0.5565596592410458,0.5390750632723893,0.6177576559862511,0.5612785016286646,0.6150136296917593,0.4753646677471637,0.8708432304038005,0.3773749727014632,0.6352941176470588,0.2684063373718546,0.6208642198517447,0.7484742807323452,0.5304294099474822
esnli,Glove-Twitter-200,Stacked,,,0.4626425081433225,,,,0.4626425081433225,0.4626425081433225,0.4626425081433225,0.4565553397325002,0.4689237820496885,0.46069777988730726,0.45726464566161557,0.46853493363001725,0.4626425081433225,0.5085341365461847,0.4404347826086957,0.6015439429928741,0.44772205834152734,0.4738120013874436,0.4243553898726313,0.4134098243097884,0.4925245621529261,0.35619400679641644
esnli,FastText-300,Stacked,,,0.45368485342019543,,,,0.45368485342019543,0.45368485342019543,0.45368485342019543,0.4457028297992786,0.4608760117366068,0.4514921490304799,0.44650699961646323,0.4604580176739988,0.45368485342019543,0.5052812576762467,0.4308755760368664,0.6107482185273159,0.44040337245825756,0.4706713780918728,0.41379310344827586,0.39142385926333156,0.4810810810810811,0.329935125115848
